iter	Passed	Remaining
769	1823	544
770	1825	542
771	1826	539
772	1828	536
773	1829	534
774	1831	531
775	1832	529
776	1834	526
777	1835	523
778	1838	521
779	1839	518
780	1841	516
781	1842	513
782	1843	511
783	1845	508
784	1846	505
785	1848	503
786	1849	500
787	1851	498
788	1853	495
789	1855	493
790	1856	490
791	1857	487
792	1859	485
793	1860	482
794	1862	480
795	1863	477
796	1864	475
797	1867	472
798	1869	470
799	1870	467
800	1872	465
801	1873	462
802	1874	459
803	1876	457
804	1877	454
805	1878	452
806	1880	449
807	1882	447
808	1883	444
809	1885	442
810	1886	439
811	1888	437
812	1889	434
813	1891	432
814	1892	429
815	1893	427
816	1897	424
817	1898	422
818	1900	419
819	1901	417
820	1903	414
821	1904	412
822	1905	409
823	1907	407
824	1908	404
825	1911	402
826	1913	400
827	1914	397
828	1916	395
829	1917	392
830	1918	390
831	1920	387
832	1921	385
833	1922	382
834	1925	380
835	1927	378
836	1928	375
837	1930	373
838	1931	370
839	1933	368
840	1934	365
841	1935	363
842	1937	360
843	1938	358
844	1941	356
845	1943	353
846	1945	351
847	1946	348
848	1948	346
849	1949	344
850	1951	341
851	1952	339
852	1955	336
853	1956	334
854	1958	332
855	1959	329
856	1961	327
857	1962	324
858	1963	322
859	1965	319
860	1966	317
861	1969	315
862	1971	313
863	1973	310
864	1974	308
865	1975	305
866	1977	303
867	1978	300
868	1980	298
869	1981	296
870	1982	293
871	1985	291
872	1986	289
873	1988	286
874	1989	284
875	1990	281
876	1991	279
877	1993	276
878	1994	274
879	1996	272
880	1998	269
881	2000	267
882	2001	265
883	2003	262
884	2004	260
885	2006	258
886	2007	255
887	2008	253
888	2010	251
889	2011	248
890	2014	246
891	2015	244
892	2017	241
893	2018	239
894	2019	236
895	2021	234
896	2022	232
897	2024	229
898	2025	227
899	2029	225
900	2030	223
901	2032	220
902	2033	218
903	2034	216
904	2035	213
905	2037	211
906	2038	209
907	2040	206
908	2043	204
909	2044	202
910	2046	199
911	2047	197
912	2048	195
913	2050	192
914	2051	190
915	2053	188
916	2054	185
917	2055	183
918	2058	181
919	2059	179
920	2061	176
921	2062	174
922	2063	172
923	2065	169
924	2066	167
925	2068	165
926	2069	162
927	2072	160
928	2074	158
929	2075	156
930	2077	153
931	2078	151
932	2080	149
933	2082	147
934	2083	144
935	2085	142
936	2088	140
937	2089	138
938	2091	135
939	2092	133
940	2093	131
941	2095	129
942	2096	126
943	2098	124
944	2101	122
945	2103	120
946	2104	117
947	2105	115
948	2107	113
949	2109	111
950	2110	108
951	2112	106
952	2113	104
953	2116	102
954	2118	99
955	2119	97
956	2121	95
957	2122	93
958	2123	90
959	2125	88
960	2126	86
961	2128	84
962	2131	81
963	2132	79
964	2134	77
965	2135	75
966	2137	72
967	2138	70
968	2139	68
969	2141	66
970	2142	63
971	2145	61
972	2147	59
973	2149	57
974	2150	55
975	2152	52
976	2153	50
977	2155	48
978	2156	46
979	2159	44
980	2160	41
981	2162	39
982	2163	37
983	2165	35
984	2166	32
985	2168	30
986	2169	28
987	2170	26
988	2173	24
989	2175	21
990	2176	19
991	2178	17
992	2180	15
993	2182	13
994	2183	10
995	2185	8
996	2188	6
997	2190	4
998	2191	2
999	2192	0
